target_id	length	eff_length	est_counts	tpm
hCoV-19/USA/CA-LACPHL-AY06024/2022|EPI_ISL_19070571|2022-01-06	91450	91451	2500	14830.6
PB1|EPI_ISL_18681129	2274	2275	0	0
PA|EPI_ISL_18681129	2151	2152	0	0
HA|EPI_ISL_18681129	1701	1702	0	0
NP|EPI_ISL_18681129	1497	1498	0	0
NA|EPI_ISL_18681129	1410	1411	0	0
MP|EPI_ISL_18681129	982	983	0	0
NS|EPI_ISL_18681129	838	839	0	0
HA|EPI_ISL_19029147	1762	1763	322	99085.5
PB2|EPI_ISL_19029147	2341	2342	151.268	35040.3
PB1|EPI_ISL_19029147	2341	2342	162	37526.2
PA|EPI_ISL_19029147	2233	2234	293	71152.6
NS|EPI_ISL_19029147	890	891	313	190578
MP|EPI_ISL_19029147	1027	1028	81.7284	43130.7
NP|EPI_ISL_19029147	1566	1567	313	108363
NA|EPI_ISL_19029147	1467	1468	319	117888
PB2|EPI_ISL_18981506	2280	2281	0	0
PB1|EPI_ISL_18981506	2274	2275	0	0
PA|EPI_ISL_18981506	2151	2152	0	0
HA|EPI_ISL_18981506	1701	1702	0	0
NP|EPI_ISL_18981506	1497	1498	0	0
NA|EPI_ISL_18981506	1410	1411	0	0
MP|EPI_ISL_18981506	982	983	0	0
NS|EPI_ISL_18981506	838	839	0	0
PB2|EPI_ISL_18043694	2340	2341	154.732	35857.8
PB1|EPI_ISL_18043694	2333	2334	0	0
PA|EPI_ISL_18043694	2219	2220	0	0
HA|EPI_ISL_18043694	1751	1752	0	0
NP|EPI_ISL_18043694	1556	1557	0	0
NA|EPI_ISL_18043694	1455	1456	0	0
MP|EPI_ISL_18043694	1016	1017	144.543	77105.1
NS|EPI_ISL_18043694	879	880	0	0
NP|EPI_ISL_19029202	1566	1567	0	0
NA|EPI_ISL_19029202	1466	1467	0	0
HA|EPI_ISL_19029202	1762	1763	0	0
PB2|EPI_ISL_19029202	2341	2342	0	0
PB1|EPI_ISL_19029202	2341	2342	162	37526.2
PA|EPI_ISL_19029202	2234	2235	0	0
MP|EPI_ISL_19029202	1027	1028	81.7284	43130.7
NS|EPI_ISL_19029202	890	891	0	0
NP|EPI_ISL_19091253	1565	1566	0	0
NA|EPI_ISL_19091253	1459	1460	0	0
MP|EPI_ISL_19091253	1027	1028	0	0
NS|EPI_ISL_19091253	890	891	0	0
PB2|EPI_ISL_19091253	2341	2342	0	0
PB1|EPI_ISL_19091253	2341	2342	0	0
PA|EPI_ISL_19091253	2233	2234	0	0
HA|EPI_ISL_19091253	1777	1778	0	0
hRSV/B/Netherlands/12-001238/2012|EPI_ISL_2584506|2012-01-07	15275	15276	2500	88784.4
hRSV/B/Jordan/JOR-C2722/2013|EPI_ISL_2584486|2013-02-10	15232	15233	0	0
hRSV/A/Spain/AN-PMC-00060/2024|EPI_ISL_18980314|2024-01-17	15179	15180	0	0
